protein_group_id,representative_global_sample_id,representative_sample_id,representative_source_dataset,representative_source_status,representative_protein_pdb,union_pocket_pdb,source_sample_count,unique_pocket_count,protein_residue_count,union_pocket_residue_count,source_sample_ids_file,dataset_label
protein_group_014592,scPDB:1z2c_1:accepted,1z2c_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014592/protein_group_014592_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014592/protein_group_014592_pocket_union.pdb,1,1,179,35,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014592/source_sample_ids.txt,template
protein_group_014593,scPDB:2bue_1:accepted,2bue_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014593/protein_group_014593_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014593/protein_group_014593_pocket_union.pdb,1,1,179,34,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014593/source_sample_ids.txt,template
protein_group_014594,scPDB:2os1_1:accepted,2os1_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014594/protein_group_014594_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014594/protein_group_014594_pocket_union.pdb,1,1,179,26,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014594/source_sample_ids.txt,template
protein_group_014595,scPDB:2q3f_1:accepted,2q3f_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014595/protein_group_014595_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014595/protein_group_014595_pocket_union.pdb,1,1,179,37,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014595/source_sample_ids.txt,template
protein_group_014596,scPDB:2qt0_1:accepted,2qt0_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014596/protein_group_014596_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014596/protein_group_014596_pocket_union.pdb,1,1,179,21,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014596/source_sample_ids.txt,template
protein_group_014597,scPDB:3cr7_1:accepted_dominant_chain,3cr7_1,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014597/protein_group_014597_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014597/protein_group_014597_pocket_union.pdb,1,1,179,32,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014597/source_sample_ids.txt,template
protein_group_014598,scPDB:3e4v_1:accepted_dominant_chain,3e4v_1,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014598/protein_group_014598_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014598/protein_group_014598_pocket_union.pdb,1,1,179,32,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014598/source_sample_ids.txt,template
protein_group_014599,scPDB:3nj0_2:accepted,3nj0_2,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014599/protein_group_014599_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014599/protein_group_014599_pocket_union.pdb,1,1,179,27,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014599/source_sample_ids.txt,template
protein_group_014600,scPDB:3qn1_1:accepted_dominant_chain,3qn1_1,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014600/protein_group_014600_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014600/protein_group_014600_pocket_union.pdb,1,1,179,30,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014600/source_sample_ids.txt,template
protein_group_014601,scPDB:4f1q_2:accepted,4f1q_2,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014601/protein_group_014601_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014601/protein_group_014601_pocket_union.pdb,1,1,179,23,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014601/source_sample_ids.txt,template
protein_group_014602,scPDB:4ri1_2:accepted,4ri1_2,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014602/protein_group_014602_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014602/protein_group_014602_pocket_union.pdb,1,1,179,31,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014602/source_sample_ids.txt,template
protein_group_014603,PDBbind2020:1cyn:accepted,1cyn,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014603/protein_group_014603_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014603/protein_group_014603_pocket_union.pdb,1,1,178,72,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014603/source_sample_ids.txt,template
protein_group_014604,PDBbind2020:1yfz:accepted_dominant_chain,1yfz,PDBbind2020,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014604/protein_group_014604_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014604/protein_group_014604_pocket_union.pdb,1,1,178,70,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014604/source_sample_ids.txt,template
protein_group_014605,PDBbind2020:3rz3:accepted,3rz3,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014605/protein_group_014605_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014605/protein_group_014605_pocket_union.pdb,1,1,178,71,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014605/source_sample_ids.txt,template
protein_group_014606,PDBbind2020:4ff8:accepted,4ff8,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014606/protein_group_014606_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014606/protein_group_014606_pocket_union.pdb,1,1,178,54,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014606/source_sample_ids.txt,template
protein_group_014607,PDBbind2020:5fb1:accepted,5fb1,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014607/protein_group_014607_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014607/protein_group_014607_pocket_union.pdb,1,1,178,48,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014607/source_sample_ids.txt,template
protein_group_014608,PDBbind2020:6eiz:accepted_pseudo_chainA,6eiz,PDBbind2020,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014608/protein_group_014608_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014608/protein_group_014608_pocket_union.pdb,1,1,178,123,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014608/source_sample_ids.txt,template
protein_group_014609,PDBbind2020:6sge:accepted_dominant_chain,6sge,PDBbind2020,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014609/protein_group_014609_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014609/protein_group_014609_pocket_union.pdb,1,1,178,79,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014609/source_sample_ids.txt,template
protein_group_014610,scPDB:1e96_1:accepted_dominant_chain,1e96_1,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014610/protein_group_014610_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014610/protein_group_014610_pocket_union.pdb,1,1,178,34,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014610/source_sample_ids.txt,template
protein_group_014611,scPDB:1s14_2:accepted,1s14_2,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014611/protein_group_014611_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014611/protein_group_014611_pocket_union.pdb,1,1,178,26,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014611/source_sample_ids.txt,template
protein_group_014612,scPDB:1usc_2:accepted,1usc_2,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014612/protein_group_014612_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014612/protein_group_014612_pocket_union.pdb,1,1,178,37,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014612/source_sample_ids.txt,template
protein_group_014613,scPDB:2cls_2:accepted,2cls_2,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014613/protein_group_014613_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014613/protein_group_014613_pocket_union.pdb,1,1,178,37,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014613/source_sample_ids.txt,template
protein_group_014614,scPDB:2gcp_1:accepted,2gcp_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014614/protein_group_014614_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014614/protein_group_014614_pocket_union.pdb,1,1,178,34,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014614/source_sample_ids.txt,template
protein_group_014615,scPDB:2j0v_4:accepted_dominant_chain,2j0v_4,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014615/protein_group_014615_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014615/protein_group_014615_pocket_union.pdb,1,1,178,28,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014615/source_sample_ids.txt,template
protein_group_014616,scPDB:2kwi_1:accepted,2kwi_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014616/protein_group_014616_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014616/protein_group_014616_pocket_union.pdb,1,1,178,25,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014616/source_sample_ids.txt,template
protein_group_014617,scPDB:2p2l_2:accepted_dominant_chain,2p2l_2,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014617/protein_group_014617_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014617/protein_group_014617_pocket_union.pdb,1,1,178,30,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014617/source_sample_ids.txt,template
protein_group_014618,scPDB:3eg5_2:accepted,3eg5_2,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014618/protein_group_014618_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014618/protein_group_014618_pocket_union.pdb,1,1,178,34,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014618/source_sample_ids.txt,template
protein_group_014619,scPDB:4awm_1:accepted,4awm_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014619/protein_group_014619_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014619/protein_group_014619_pocket_union.pdb,1,1,178,30,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014619/source_sample_ids.txt,template
protein_group_014620,PDBbind2020:1c5f:accepted,1c5f,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014620/protein_group_014620_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014620/protein_group_014620_pocket_union.pdb,1,1,177,73,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014620/source_sample_ids.txt,template
protein_group_014621,PDBbind2020:1g9s:accepted_dominant_chain,1g9s,PDBbind2020,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014621/protein_group_014621_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014621/protein_group_014621_pocket_union.pdb,1,1,177,74,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014621/source_sample_ids.txt,template
protein_group_014622,PDBbind2020:3lqj:accepted_dominant_chain,3lqj,PDBbind2020,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014622/protein_group_014622_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014622/protein_group_014622_pocket_union.pdb,1,1,177,63,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014622/source_sample_ids.txt,template
protein_group_014623,PDBbind2020:4wh9:accepted,4wh9,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014623/protein_group_014623_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014623/protein_group_014623_pocket_union.pdb,1,1,177,48,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014623/source_sample_ids.txt,template
protein_group_014624,PDBbind2020:5hmk:accepted_pseudo_chainA,5hmk,PDBbind2020,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014624/protein_group_014624_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014624/protein_group_014624_pocket_union.pdb,1,1,177,87,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014624/source_sample_ids.txt,template
protein_group_014625,scPDB:1d4o_1:accepted,1d4o_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014625/protein_group_014625_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014625/protein_group_014625_pocket_union.pdb,1,1,177,41,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014625/source_sample_ids.txt,template
protein_group_014626,scPDB:1rrg_2:accepted_dominant_chain,1rrg_2,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014626/protein_group_014626_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014626/protein_group_014626_pocket_union.pdb,1,1,177,25,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014626/source_sample_ids.txt,template
protein_group_014627,scPDB:1s7n_4:accepted,1s7n_4,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014627/protein_group_014627_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014627/protein_group_014627_pocket_union.pdb,1,1,177,32,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014627/source_sample_ids.txt,template
protein_group_014628,scPDB:1t0i_2:accepted_dominant_chain,1t0i_2,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014628/protein_group_014628_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014628/protein_group_014628_pocket_union.pdb,1,1,177,29,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014628/source_sample_ids.txt,template
protein_group_014629,scPDB:1zbd_1:accepted,1zbd_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014629/protein_group_014629_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014629/protein_group_014629_pocket_union.pdb,1,1,177,36,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_014629/source_sample_ids.txt,template
